categoryKey	familyId	effectType	familyParameters	familyStringArrayValues	sampleId	sampleLabel	sampleDescription	sampleValue	sampleParameters	sampleStatScale	sampleEffects	magnitude	selection	expectedEffectSummary	expectedStatusEffectId	expectedNotes	expectedStatus
race	race.homunculus.allStatBoost	statMultiplier	stat=all		64112	[種族:魔造生物Lv99] 全能力+10%	全能力が1.1倍になる。	multiplier=1.1				0.1	min	effectType=statMultiplier;param.stat=all;value.multiplier=1.1			auto
race	race.homunculus.additionalDamageScore	additionalDamageScoreAdditive			64113	[種族:魔造生物Lv99] 追加ダメ+15%	攻撃時に追加で15ダメージを与える。	additive=15				15	min	effectType=additionalDamageScoreAdditive;value.additive=15			auto
race	race.homunculus.equipSlot	equipmentSlotAdditive			64114	[種族:魔造生物Lv99] 装備枠+1	装備枠が1枠増加する。	add=1				1	min	effectType=equipmentSlotAdditive;value.add=1			auto
race	race.undead.autoResurrection	resurrectionPassive	scalingStat=vitality		64121	[種族:アンデッドマンLv50] 体力依存で自動蘇生	体力1につき0.5%の確率で階層移動時に自動で蘇生する。			scalingStat=vitality;baseChancePercent=0.5		0.5	min	effectType=resurrectionPassive;param.scalingStat=vitality;value.baseChancePercent=0.5		resurrection-default	standard
race	race.undead.deathSave	resurrectionActive			64122	[種族:アンデッドマンLv99] 死亡直後に蘇生判定	戦闘不能になった時、30%の確率で蘇生する。	chancePercent=30				30	min	effectType=resurrectionActive;value.chancePercent=30		resurrection-default	standard
race	race.giant.coverAlly	coverRowsBehind	condition=allyHPBelow50		64131	[種族:巨人Lv50] HP半分以下の味方を庇う	HPが50%以下の後列の味方を庇う。						idMin	effectType=coverRowsBehind;condition=allyHPBelow50;target=allyBackRow;result.cover=true			auto
race	race.giant.turnHealing	endOfTurnHealing			64132	[種族:巨人Lv99] ターン経過でHP+1%/ターン	毎ターン終了時にHPが1%回復する。	valuePercent=1				1	min	effectType=endOfTurnHealing;value.valuePercent=1			auto
race	race.tengu.evasionBoost	statMultiplier	stat=evasionScore		64141	[種族:天狗Lv50] 回避+20%	回避能力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=evasionScore;value.multiplier=1.2			auto
race	race.tengu.counterPenalty	counterAttackEvasionMultiplier			64142	[種族:天狗Lv50] 反撃確率-50%	反撃を受ける確率が50%になる。	multiplier=0.5				0.5	min	effectType=counterAttackEvasionMultiplier;value.multiplier=0.5			auto
race	race.tengu.firstTurnAction	extraAction	trigger=battleStart		64143	[種族:天狗Lv99] 1ターン目のみ行動+1	1ターン目のみ行動回数が1回増加する。	count=1;duration=1				1	min	effectType=extraAction;param.trigger=battleStart;value.count=1;value.duration=1			auto
race	race.oni.noKillReaction	reaction	action=extraAttack;damageType=physical;scalingStat=strength;trigger=selfAttackNoKill		64151	[種族:鬼Lv50] 未撃破時、力依存で再攻撃	攻撃で敵を倒せなかった時、力1につき0.5%の確率で再攻撃をする。			scalingStat=strength;baseChancePercent=0.5		0.5	min	effectType=reaction;param.action=extraAttack;param.damageType=physical;param.trigger=selfAttackNoKill;param.scalingStat=strength;value.baseChancePercent=0.5		reaction-default	standard
race	race.oni.turnStatBuff	timedBuffTrigger	buffType=combat;trigger=turnElapsed		64152	[種族:鬼Lv99] ターン経過で攻撃/防御+2%/ターン	毎ターン終了時に攻撃力が2%と防御力が2%ずつ上昇する。効果は戦闘終了まで累積する。	attackPercentPerTurn=2;defensePercentPerTurn=2				2	min	effectType=timedBuffTrigger;param.trigger=turnElapsed;value.attackPercentPerTurn=2;value.defensePercentPerTurn=2			auto
race	race.cyborg.cumulativeHit	cumulativeHitDamageBonus			64161	[種族:サイボーグLv50] 命中ごとに追加ダメ+3%累積	攻撃が命中するたびに与えるダメージが3%ずつ増加する。効果は戦闘終了まで累積する。	damagePercent=3				3	min	effectType=cumulativeHitDamageBonus;value.damagePercent=3			auto
race	race.cyborg.lateAction	extraAction	trigger=afterTurn8		64162	[種族:サイボーグLv99] 8ターン以降、行動+1	8ターン目以降は行動回数が1回増加する。	count=1				1	min	effectType=extraAction;param.trigger=afterTurn8;value.count=1			auto
job	job.warrior.physResist	damageTakenPercent	damageType=physical		65001	[職業:戦士] 物理被ダメ-12%	物理攻撃で受けるダメージが12%軽減する	valuePercent=-12				12	min	effectType=damageTakenPercent;param.damageType=physical;value.valuePercent=-12			auto
job	job.warrior.maxHP	statMultiplier	stat=maxHP		65002	[職業:戦士] 最大HP×1.10	最大HPが1.1倍になる	multiplier=1.1				0.1	min	effectType=statMultiplier;param.stat=maxHP;value.multiplier=1.1			auto
job	job.warrior.guardian	damageTakenPercent	damageType=all;target=party		65003	[職業:戦士] 守護 味方被ダメ-5%	物理攻撃で受けるダメージが5%軽減する	valuePercent=-5				5	min	effectType=damageTakenPercent;param.damageType=all;value.valuePercent=-5			auto
job	job.warrior.fortify	statConversionPercent	sourceStat=physicalDefenseScore;targetStat=maxHP		65004	[職業:戦士] 頑健 防御10%→HP	物理防御力の10%を最大HPに変換する	valuePercent=10				10	min	effectType=statConversionPercent;param.sourceStat=physicalDefenseScore;param.targetStat=maxHP;value.valuePercent=10			manual
job	job.warrior.armament	equipmentStatMultiplier	equipmentCategory=shield		65005	[職業:戦士] 武装 盾+20%	盾装備のステータスが20%増加する	multiplier=1.2				0.2	min	effectType=equipmentStatMultiplier;param.equipmentCategory=shield;value.multiplier=1.2			auto
job	job.swordsman.physPower	damageDealtPercent	damageType=physical		65011	[職業:剣士] 物理攻撃+10%	物理攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=10			auto
job	job.swordsman.multiAttack	attackCountAdditive			65012	[職業:剣士] 攻撃回数+1	攻撃回数が1回増加する	additive=1				1	min	effectType=attackCountAdditive;value.additive=1			auto
job	job.swordsman.counter	reaction	action=counterAttack;damageType=physical;trigger=selfDamagedPhysical		65013	[職業:剣士] 反撃 被ダメ時10%反撃	物理攻撃を受けた時、10%の確率で物理反撃をする	baseChancePercent=10				10	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.trigger=selfDamagedPhysical;value.chancePercent=10		reaction-default	standard
job	job.swordsman.followup	reaction	action=physicalPursuit;damageType=physical;trigger=allyMagicAttack		65014	[職業:剣士] 追撃 味方魔法後追撃	味方が魔法攻撃をした後、20%の確率で物理追撃をする	baseChancePercent=20				20	min	effectType=reaction;param.action=physicalPursuit;param.damageType=physical;param.trigger=allyMagicAttack;value.chancePercent=20		reaction-default	standard
job	job.swordsman.combo	damageDealtPercent	damageType=physical		65015	[職業:剣士] 連撃 攻撃威力+8%	物理攻撃で与えるダメージが8%増加する	valuePercent=8				8	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=8			auto
job	job.thief.evasion	statMultiplier	stat=evasionScore		65021	[職業:盗賊] 回避+15%	回避が1.15倍になる	multiplier=1.15				0.15	min	effectType=statMultiplier;param.stat=evasionScore;value.multiplier=1.15			auto
job	job.thief.criticalChancePercent	criticalChancePercentAdditive			65022	[職業:盗賊] 必殺率+15	必殺率が15増加する	additive=15				15	min	effectType=criticalChancePercentAdditive;value.points=15			auto
job	job.thief.fortune	rewardItemPercent			65023	[職業:盗賊] 幸運 アイテム獲得+15%	アイテム獲得率が15%増加する	valuePercent=15				15	min	effectType=rewardItemPercent;value.valuePercent=15			auto
job	job.thief.doubleAction	procRate	stacking=add;target=extraAction		65024	[職業:盗賊] 連続行動 20%で2回行動	20%の確率で2回行動する	addPercent=20				20	min	effectType=procRate;param.stacking=add;param.target=extraAction;value.addPercent=20			auto
job	job.thief.survival	statusResistancePercent	statusType=instantDeath		65025	[職業:盗賊] 危機回避 即死耐性+30%	即死耐性が30%増加する	valuePercent=30				30	min	effectType=statusResistancePercent;param.statusType=instantDeath;value.valuePercent=30	3		auto
job	job.assassin.critDamage	criticalDamagePercent			65031	[職業:暗殺者] 必殺威力+20%	必殺攻撃のダメージが20%増加する	valuePercent=20				20	min	effectType=criticalDamagePercent;value.valuePercent=20			auto
job	job.assassin.accuracy	statMultiplier	stat=hitScore		65032	[職業:暗殺者] 命中+10%	命中が1.1倍になる	multiplier=1.1				0.1	min	effectType=statMultiplier;param.stat=hitScore;value.multiplier=1.1			auto
job	job.assassin.weakPointStrike	damageDealtMultiplierByTargetHP			65033	[職業:暗殺者] 弱点攻撃 HP50%以下の敵へダメ×1.5	HP50%以下の敵へのダメージが1.5倍になる	hpThresholdPercent=50;multiplier=1.5				50	min	effectType=damageDealtMultiplierByTargetHP;value.hpThresholdPercent=50;value.multiplier=1.5			auto
job	job.assassin.lethalBlow	criticalDamagePercent			65034	[職業:暗殺者] 致命打 必殺威力+40%	必殺攻撃のダメージが40%増加する	valuePercent=40				40	min	effectType=criticalDamagePercent;value.valuePercent=40			auto
job	job.assassin.masterAssassin	multi			65035	[職業:暗殺者] 暗殺術 短剣性能×1.4+HP30%以下の敵へダメ×2	短剣装備のステータスが39%増加する。HP30%以下の敵へのダメージが2.0倍になる。				equipmentStatMultiplier{equipmentType=dagger} value{multiplier=1.4} / damageDealtMultiplierByTargetHP value{hpThresholdPercent=30;multiplier=2}	30	min	effectType=equipmentStatMultiplier;param.equipmentType=dagger;value.multiplier=1.4 / effectType=damageDealtMultiplierByTargetHP;value.hpThresholdPercent=30;value.multiplier=2			manual
job	job.jester.allStats	statMultiplier	stat=all		65041	[職業:道化師] 全ステ+3%	allが1.03倍になる	multiplier=1.03				0.03	min	effectType=statMultiplier;param.stat=all;value.multiplier=1.03			auto
job	job.jester.luck	statMultiplier	stat=luck		65042	[職業:道化師] 運+10%	luckが1.1倍になる	multiplier=1.1				0.1	min	effectType=statMultiplier;param.stat=luck;value.multiplier=1.1			auto
job	job.jester.mischief	enemySingleActionSkipChance			65043	[職業:道化師] 悪戯 敵単体行動スキップ5%	5%の確率で敵の単体行動をスキップする	chancePercent=5				5	min	effectType=enemySingleActionSkipChance;value.chancePercent=5			auto
job	job.jester.confusion	actionOrderShuffleEnemy			65044	[職業:道化師] 混乱 敵の行動順シャッフル	敵の行動順をシャッフルする						idMin	effectType=actionOrderShuffleEnemy;target=enemy;result.shuffleActionOrder=true			auto
job	job.jester.grandFinale	multi			65045	[職業:道化師] 大舞台 行動順シャッフル+自分先制	味方の行動順をシャッフルする。自分が先制行動する。				actionOrderShuffle / firstStrike		idMin	effectType=actionOrderShuffle;target=party;result.shuffleActionOrder=true / effectType=firstStrike;target=self;result.firstStrike=true			manual
job	job.priest.healBonus	statMultiplier	stat=magicalHealingScore		65051	[職業:僧侶] 魔法回復+20%	magicalHealingScoreが1.2倍になる	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=magicalHealingScore;value.multiplier=1.2			manual
job	job.priest.magicResist	damageTakenPercent	damageType=magical		65052	[職業:僧侶] 魔法被ダメ-10%	魔法攻撃で受けるダメージが10%軽減する	valuePercent=-10				10	min	effectType=damageTakenPercent;param.damageType=magical;value.valuePercent=-10			auto
job	job.priest.protect	damageTakenPercent	damageType=magical;target=party		65053	[職業:僧侶] 保護 味方魔法被ダメ-8%	魔法攻撃で受けるダメージが8%軽減する	valuePercent=-8				8	min	effectType=damageTakenPercent;param.damageType=magical;value.valuePercent=-8			auto
job	job.priest.blessing	damageDealtPercent	damageType=magical;target=party		65054	[職業:僧侶] 祝福 味方魔法+10%	魔法攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=10			auto
job	job.priest.rescue	resurrectionSave			65055	[職業:僧侶] 救出	味方が戦闘不能になった時、0%の確率でHP1%で救出する	minLevel=1;usesPriestMagic=1				1	min	effectType=resurrectionSave;value.minLevel=1;value.usesPriestMagic=1		resurrection-default	standard
job	job.mage.magicPower	damageDealtPercent	damageType=magical		65061	[職業:魔法使い] 魔法攻撃+20%	魔法攻撃で与えるダメージが20%増加する	valuePercent=20				20	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=20			auto
job	job.mage.wisdom	statMultiplier	stat=wisdom		65062	[職業:魔法使い] 知恵+5%	wisdomが1.05倍になる	multiplier=1.05				0.05	min	effectType=statMultiplier;param.stat=wisdom;value.multiplier=1.05			auto
job	job.mage.amplify	spellPowerPercent			65063	[職業:魔法使い] 増幅 魔法威力+10%	魔法威力が10%増加する	valuePercent=10				10	min	effectType=spellPowerPercent;value.valuePercent=10			auto
job	job.mage.absorb	spellChargeRecoveryChance			65064	[職業:魔法使い] 吸収 魔法使用時魔法の使用回数回復5%	魔法使用時5%の確率で魔法の使用回数が回復する。	chancePercent=5				5	min	effectType=spellChargeRecoveryChance;value.chancePercent=5			auto
job	job.mage.destroy	statDebuff	stat=magicalDefenseScore;target=enemy		65065	[職業:魔法使い] 破壊 敵魔防-10%	敵の魔法防御力が10%減少する	valuePercent=-10				10	min	effectType=statDebuff;param.stat=magicalDefenseScore;param.target=enemy;value.valuePercent=-10			manual
job	job.hunter.bowMastery	equipmentStatMultiplier	equipmentCategory=bow		65071	[職業:狩人] 弓装備+15%	弓装備のステータスが15%増加する	multiplier=1.15				0.15	min	effectType=equipmentStatMultiplier;param.equipmentCategory=bow;value.multiplier=1.15			auto
job	job.hunter.accuracy	statMultiplier	stat=hitScore		65072	[職業:狩人] 命中+12%	命中が1.12倍になる	multiplier=1.12				0.12	min	effectType=statMultiplier;param.stat=hitScore;value.multiplier=1.12			auto
job	job.hunter.precision	criticalChancePercentAdditive			65073	[職業:狩人] 精密 必殺率+8	必殺率が8増加する	additive=8				8	min	effectType=criticalChancePercentAdditive;value.points=8			auto
job	job.hunter.pierce	additionalDamageScoreAdditive			65074	[職業:狩人] 貫通 防御無視10%	防御無視ダメージが10%増加する	additive=10				10	min	effectType=additionalDamageScoreAdditive;value.additive=10			auto
job	job.hunter.volley	attackCountAdditive			65075	[職業:狩人] 乱射 攻撃回数+1	攻撃回数が1回増加する	additive=1				1	min	effectType=attackCountAdditive;value.additive=1			auto
job	job.monk.magicResist	damageTakenPercent	damageType=magical		65081	[職業:修道者] 魔法被ダメ-15%	魔法攻撃で受けるダメージが15%軽減する	valuePercent=-15				15	min	effectType=damageTakenPercent;param.damageType=magical;value.valuePercent=-15			auto
job	job.monk.spirit	statMultiplier	stat=spirit		65082	[職業:修道者] 精神+8%	spiritが1.08倍になる	multiplier=1.08				0.08	min	effectType=statMultiplier;param.stat=spirit;value.multiplier=1.08			auto
job	job.monk.meditate	statMultiplier	stat=magicalHealingScore		65083	[職業:修道者] 瞑想 魔法回復+12%	magicalHealingScoreが1.12倍になる	multiplier=1.12				0.12	min	effectType=statMultiplier;param.stat=magicalHealingScore;value.multiplier=1.12			manual
job	job.monk.ward	statusResistancePercent	statusType=all		65084	[職業:修道者] 加護 状態異常耐性+15%	all耐性が15%増加する	valuePercent=15				15	min	effectType=statusResistancePercent;param.status=all;value.valuePercent=15			auto
job	job.monk.enlighten	damageTakenPercent	damageType=all		65085	[職業:修道者] 悟り 全被ダメ-8%	物理攻撃で受けるダメージが8%軽減する	valuePercent=-8				8	min	effectType=damageTakenPercent;param.damageType=all;value.valuePercent=-8			auto
job	job.samurai.critDamage	criticalDamagePercent			65091	[職業:侍] 必殺威力+25%	必殺攻撃のダメージが25%増加する	valuePercent=25				25	min	effectType=criticalDamagePercent;value.valuePercent=25			auto
job	job.samurai.katanaMastery	equipmentStatMultiplier	equipmentCategory=katana		65092	[職業:侍] 刀装備+20%	刀装備のステータスが20%増加する	multiplier=1.2				0.2	min	effectType=equipmentStatMultiplier;param.equipmentCategory=katana;value.multiplier=1.2			auto
job	job.samurai.iai	procRate	stacking=add;target=firstStrike		65093	[職業:侍] 居合 先制攻撃+10%	firstStrikeの発動率が10%増加する	addPercent=10				10	min	effectType=procRate;param.stacking=add;param.target=firstStrike;value.addPercent=10			auto
job	job.samurai.slash	damageDealtPercent	damageType=physical		65094	[職業:侍] 斬撃 物理攻撃+12%	物理攻撃で与えるダメージが12%増加する	valuePercent=12				12	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=12			auto
job	job.samurai.spirit	criticalChancePercentAdditive			65095	[職業:侍] 剣気 必殺率+15	必殺率が15増加する	additive=15				15	min	effectType=criticalChancePercentAdditive;value.points=15			auto
job	job.blademaster.physPower	damageDealtPercent	damageType=physical		65101	[職業:剣聖] 物理攻撃+15%	物理攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=15			auto
job	job.blademaster.accuracy	statMultiplier	stat=hitScore		65102	[職業:剣聖] 命中+15%	命中が1.15倍になる	multiplier=1.15				0.15	min	effectType=statMultiplier;param.stat=hitScore;value.multiplier=1.15			auto
job	job.blademaster.technique	attackCountAdditive			65103	[職業:剣聖] 剣技 攻撃回数+1	攻撃回数が1回増加する	additive=1				1	min	effectType=attackCountAdditive;value.additive=1			auto
job	job.blademaster.master	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfEvadePhysical		65104	[職業:剣聖] 回避反撃	物理攻撃を回避した時、50%の確率で物理反撃をする	baseChancePercent=50				50	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfEvadePhysical;value.chancePercent=50		reaction-default	standard
job	job.blademaster.peerless	damageDealtPercent	damageType=physical		65105	[職業:剣聖] 無双 物理攻撃+20%	物理攻撃で与えるダメージが20%増加する	valuePercent=20				20	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=20			auto
job	job.spellblade.physPower	damageDealtPercent	damageType=physical		65111	[職業:秘法剣士] 物理攻撃+10%	物理攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=10			auto
job	job.spellblade.magicPower	damageDealtPercent	damageType=magical		65112	[職業:秘法剣士] 魔法攻撃+10%	魔法攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=10			auto
job	job.spellblade.magicSword	damageDealtPercent	damageType=magical		65113	[職業:秘法剣士] 魔剣 魔法攻撃+8%	魔法攻撃で与えるダメージが8%増加する	valuePercent=8				8	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=8			auto
job	job.spellblade.bladeMagic	damageDealtPercent	damageType=physical		65114	[職業:秘法剣士] 術剣 物理攻撃+8%	物理攻撃で与えるダメージが8%増加する	valuePercent=8				8	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=8			auto
job	job.spellblade.fusion	damageDealtPercent	damageType=all		65115	[職業:秘法剣士] 融合 全攻撃+10%	物理攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=all;value.valuePercent=10			auto
job	job.sage.magicPower	damageDealtPercent	damageType=magical		65121	[職業:賢者] 魔法攻撃+15%	魔法攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=15			auto
job	job.sage.healBonus	statMultiplier	stat=magicalHealingScore		65122	[職業:賢者] 魔法回復+15%	magicalHealingScoreが1.15倍になる	multiplier=1.15				0.15	min	effectType=statMultiplier;param.stat=magicalHealingScore;value.multiplier=1.15			manual
job	job.sage.knowledge	spellPowerPercent			65123	[職業:賢者] 知識 魔法威力+8%	魔法威力が8%増加する	valuePercent=8				8	min	effectType=spellPowerPercent;value.valuePercent=8			auto
job	job.sage.wisdom	spellPowerPercent			65124	[職業:賢者] 叡智 全魔法+10%	魔法威力が10%増加する	valuePercent=10				10	min	effectType=spellPowerPercent;value.valuePercent=10			auto
job	job.sage.versatile	statMultiplier	stat=all		65125	[職業:賢者] 万能 全ステ+5%	allが1.05倍になる	multiplier=1.05				0.05	min	effectType=statMultiplier;param.stat=all;value.multiplier=1.05			auto
job	job.ninja.evasion	statMultiplier	stat=evasionScore		65131	[職業:忍者] 回避+20%	回避が1.2倍になる	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=evasionScore;value.multiplier=1.2			auto
job	job.ninja.criticalChancePercent	criticalChancePercentAdditive			65132	[職業:忍者] 必殺率+25	必殺率が25増加する	additive=25				25	min	effectType=criticalChancePercentAdditive;value.points=25			auto
job	job.ninja.stealth	explorationTimeMultiplier			65133	[職業:忍者] 隠密 探索時間-10%	探索時間が9%短縮する	multiplier=0.9				0.1	min	effectType=explorationTimeMultiplier;value.multiplier=0.9			auto
job	job.ninja.shadowClone	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfEvadePhysical		65134	[職業:忍者] 分身 回避時反撃	物理攻撃を回避した時、40%の確率で物理反撃をする	baseChancePercent=40				40	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfEvadePhysical;value.chancePercent=40		reaction-default	standard
job	job.ninja.deathblow	criticalChancePercentMaxDelta			65135	[職業:忍者] 必殺 必殺率上限+20	必殺率の上限が0増加する	additive=20				20	min	effectType=criticalChancePercentMaxDelta;value.deltaPercent=20			auto
job	job.lord.partyPhys	damageDealtPercent	damageType=physical;target=party		65141	[職業:君主] 味方物理+10%	物理攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=10			auto
job	job.lord.leadership	statMultiplier	stat=all;target=party		65142	[職業:君主] リーダーボーナス+5%	allが1.05倍になる	multiplier=1.05				0.05	min	effectType=statMultiplier;param.stat=all;value.multiplier=1.05			auto
job	job.lord.command	damageDealtPercent	damageType=physical;target=party		65143	[職業:君主] 指揮 味方全体攻撃+8%	物理攻撃で与えるダメージが8%増加する	valuePercent=8				8	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=8			auto
job	job.lord.rally	attackCountAdditive	target=party		65144	[職業:君主] 号令 味方攻撃回数+1	攻撃回数が1回増加する	additive=1				1	min	effectType=attackCountAdditive;value.additive=1			auto
job	job.lord.control	damageTakenPercent	damageType=all;target=party		65145	[職業:君主] 統率 味方全体被ダメ-10%	物理攻撃で受けるダメージが10%軽減する	valuePercent=-10				10	min	effectType=damageTakenPercent;param.damageType=all;value.valuePercent=-10			auto
job	job.royalline.allStats	statMultiplier	stat=all		65151	[職業:ロイヤルライン] 全ステ+5%	allが1.05倍になる	multiplier=1.05				0.05	min	effectType=statMultiplier;param.stat=all;value.multiplier=1.05			auto
job	job.royalline.gpBonus	rewardGoldPercent			65152	[職業:ロイヤルライン] 取得GP+20%	獲得GPが20%増加する	valuePercent=20				20	min	effectType=rewardGoldPercent;value.valuePercent=20			auto
job	job.royalline.majesty	damageDealtPercent	damageType=physical;target=party		65153	[職業:ロイヤルライン] 王威 味方物理+10%	物理攻撃で与えるダメージが10%増加する	valuePercent=10				10	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=10			auto
job	job.royalline.aura	statDebuff	stat=physicalAttackScore;target=enemy		65154	[職業:ロイヤルライン] 威光 敵攻撃-8%	敵の物理攻撃力が8%減少する	valuePercent=-8				8	min	effectType=statDebuff;param.stat=physicalAttackScore;param.target=enemy;value.valuePercent=-8			manual
job	job.royalline.dominion	damageDealtPercent	damageType=all		65155	[職業:ロイヤルライン] 覇道 全攻撃+15%	物理攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=all;value.valuePercent=15			auto
job	master.warrior.guardian	damageTakenPercent	damageType=all;target=party		65163	[マスター:戦士] 守護 味方被ダメ-8%	物理攻撃で受けるダメージが8%軽減する	valuePercent=-8				8	min	effectType=damageTakenPercent;param.damageType=all;value.valuePercent=-8			auto
job	master.warrior.fortify	multi			65164	[マスター:戦士] 頑健 防御20%→HP+物理被ダメ-5%	物理防御力の20%を最大HPに変換する。物理攻撃で受けるダメージが5%軽減する。				statConversionPercent{sourceStat=physicalDefenseScore;targetStat=maxHP} value{valuePercent=20} / damageTakenPercent{damageType=physical} value{valuePercent=-5}	20	min	effectType=statConversionPercent;param.sourceStat=physicalDefenseScore;param.targetStat=maxHP;value.valuePercent=20 / effectType=damageTakenPercent;param.damageType=physical;value.valuePercent=-5			manual
job	master.warrior.armament	multi			65165	[マスター:戦士] 武装 盾+40%+パリィ率+10%	盾装備のステータスが39%増加する。パリィ成功率が10%増加する。				equipmentStatMultiplier{equipmentCategory=shield} value{multiplier=1.4} / procRate{stacking=add;target=parry} value{addPercent=10}	10	min	effectType=equipmentStatMultiplier;param.equipmentCategory=shield;value.multiplier=1.4 / effectType=procRate;param.stacking=add;param.target=parry;value.addPercent=10			manual
job	master.swordsman.counter	reaction	action=counterAttack;damageType=physical;trigger=selfDamagedPhysical		65173	[マスター:剣士] 反撃 被ダメ時18%反撃	物理攻撃を受けた時、18%の確率で物理反撃をする	baseChancePercent=18				18	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.trigger=selfDamagedPhysical;value.chancePercent=18		reaction-default	standard
job	master.swordsman.followup	reaction	action=physicalPursuit;damageType=physical;trigger=allyMagicAttack		65174	[マスター:剣士] 追撃 味方魔法後追撃35%	味方が魔法攻撃をした後、35%の確率で物理追撃をする	baseChancePercent=35				35	min	effectType=reaction;param.action=physicalPursuit;param.damageType=physical;param.trigger=allyMagicAttack;value.chancePercent=35		reaction-default	standard
job	master.swordsman.combo	damageDealtPercent	damageType=physical		65175	[マスター:剣士] 連撃 攻撃威力+15%	物理攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=15			auto
job	master.thief.fortune	rewardItemPercent			65183	[マスター:盗賊] 幸運 アイテム獲得+25%	アイテム獲得率が25%増加する	valuePercent=25				25	min	effectType=rewardItemPercent;value.valuePercent=25			auto
job	master.thief.doubleAction	procRate	stacking=add;target=extraAction		65184	[マスター:盗賊] 連続行動 35%で2回行動	35%の確率で2回行動する	addPercent=35				35	min	effectType=procRate;param.stacking=add;param.target=extraAction;value.addPercent=35			auto
job	master.thief.survival	statusResistancePercent	statusType=instantDeath		65185	[マスター:盗賊] 危機回避 即死耐性+50%	即死耐性が50%増加する	valuePercent=50				50	min	effectType=statusResistancePercent;param.statusType=instantDeath;value.valuePercent=50	3		auto
job	master.assassin.weakpoint	damageDealtMultiplierByTargetHP			65193	[マスター:暗殺者] 弱点攻撃 HP60%以下の敵へダメ×1.8	HP60%以下の敵へのダメージが1.8倍になる	hpThresholdPercent=60;multiplier=1.8				60	min	effectType=damageDealtMultiplierByTargetHP;value.hpThresholdPercent=60;value.multiplier=1.8			auto
job	master.assassin.lethal	criticalDamagePercent			65194	[マスター:暗殺者] 致命打 必殺威力+65%	必殺攻撃のダメージが65%増加する	valuePercent=65				65	min	effectType=criticalDamagePercent;value.valuePercent=65			auto
job	master.assassin.mastery	multi			65195	[マスター:暗殺者] 暗殺術 短剣×1.6+HP40%以下×2.5	短剣装備のステータスが60%増加する。HP40%以下の敵へのダメージが2.5倍になる。				equipmentStatMultiplier{equipmentType=dagger} value{multiplier=1.6} / damageDealtMultiplierByTargetHP value{hpThresholdPercent=40;multiplier=2.5}	40	min	effectType=equipmentStatMultiplier;param.equipmentType=dagger;value.multiplier=1.6 / effectType=damageDealtMultiplierByTargetHP;value.hpThresholdPercent=40;value.multiplier=2.5			manual
job	master.jester.mischief	multi			65203	[マスター:道化師] 悪戯 行動スキップ10%+敵命中-3%	10%の確率で敵の単体行動をスキップする。敵の命中が3%減少する。				enemySingleActionSkipChance value{chancePercent=10} / statDebuff{stat=hitScore;target=enemy} value{valuePercent=-3}	10	min	effectType=enemySingleActionSkipChance;value.chancePercent=10 / effectType=statDebuff;param.stat=hitScore;param.target=enemy;value.valuePercent=-3			manual
